TICKER,SECTOR
USB,FIN
WBS,FIN
WFC,FIN
WRB,FIN
ABT,HEALTH_CARE
ABBV,HEALTH_CARE
A,HEALTH_CARE
ALGN,HEALTH_CARE
ALNY,HEALTH_CARE
ABC,HEALTH_CARE
AMGN,HEALTH_CARE
AVTR,HEALTH_CARE
BAX,HEALTH_CARE
BDX,HEALTH_CARE
BIO,HEALTH_CARE
TECH,HEALTH_CARE
BIIB,HEALTH_CARE
BMRN,HEALTH_CARE
BSX,HEALTH_CARE
BMY,HEALTH_CARE
CAH,HEALTH_CARE
CTLT,HEALTH_CARE
CNC,HEALTH_CARE
CRL,HEALTH_CARE
CI,HEALTH_CARE
COO,HEALTH_CARE
CVS,HEALTH_CARE
DHR,HEALTH_CARE
DVA,HEALTH_CARE
XRAY,HEALTH_CARE
DXCM,HEALTH_CARE
EW,HEALTH_CARE
ELAN,HEALTH_CARE
ELV,HEALTH_CARE
LLY,HEALTH_CARE
EXAS,HEALTH_CARE
GEHC,HEALTH_CARE
GILD,HEALTH_CARE
HCA,HEALTH_CARE
HSIC,HEALTH_CARE
HOLX,HEALTH_CARE
HZNP,HEALTH_CARE
HUM,HEALTH_CARE
IDXX,HEALTH_CARE
ILMN,HEALTH_CARE
INCY,HEALTH_CARE
PODD,HEALTH_CARE
ISRG,HEALTH_CARE
IQV,HEALTH_CARE
JNJ,HEALTH_CARE
LH,HEALTH_CARE
LEGN,HEALTH_CARE
MASI,HEALTH_CARE
MCK,HEALTH_CARE
MRK,HEALTH_CARE
MTD,HEALTH_CARE
MRNA,HEALTH_CARE
MOH,HEALTH_CARE
NBIX,HEALTH_CARE
PKI,HEALTH_CARE
PFE,HEALTH_CARE
DGX,HEALTH_CARE
REGN,HEALTH_CARE
RGEN,HEALTH_CARE
RMD,HEALTH_CARE
RPRX,HEALTH_CARE
SGEN,HEALTH_CARE
STE,HEALTH_CARE
SYK,HEALTH_CARE
TFX,HEALTH_CARE
TMO,HEALTH_CARE
UNH,HEALTH_CARE
UHS,HEALTH_CARE
VEEV,HEALTH_CARE
VRTX,HEALTH_CARE
VTRS,HEALTH_CARE
WAT,HEALTH_CARE
WST,HEALTH_CARE
ZBH,HEALTH_CARE
ZTS,HEALTH_CARE
MMM,INDUSTRIALS
AME,INDUSTRIALS
BA,INDUSTRIALS
BAH,INDUSTRIALS
CHRW,INDUSTRIALS
CSL,INDUSTRIALS
CARR,INDUSTRIALS
CAT,INDUSTRIALS
CTAS,INDUSTRIALS
CPRT,INDUSTRIALS
CSGP,INDUSTRIALS
CSX,INDUSTRIALS
CMI,INDUSTRIALS
DE,INDUSTRIALS
DAL,INDUSTRIALS
DOV,INDUSTRIALS
ETN,INDUSTRIALS
EMR,INDUSTRIALS
EFX,INDUSTRIALS
EXPD,INDUSTRIALS
FAST,INDUSTRIALS
FDX,INDUSTRIALS
FTV,INDUSTRIALS
FBIN,INDUSTRIALS
GNRC,INDUSTRIALS
GD,INDUSTRIALS
GE,INDUSTRIALS
HEI,INDUSTRIALS
HON,INDUSTRIALS
HWM,INDUSTRIALS
HUBB,INDUSTRIALS
JBHT,INDUSTRIALS
HII,INDUSTRIALS
IEX,INDUSTRIALS
ITW,INDUSTRIALS
IR,INDUSTRIALS
J,INDUSTRIALS
JCI,INDUSTRIALS
KNX,INDUSTRIALS
LHX,INDUSTRIALS
LDOS,INDUSTRIALS
LII,INDUSTRIALS
LMT,INDUSTRIALS
MAS,INDUSTRIALS
NDSN,INDUSTRIALS
NSC,INDUSTRIALS
NOC,INDUSTRIALS
ODFL,INDUSTRIALS
OTIS,INDUSTRIALS
OC,INDUSTRIALS
PCAR,INDUSTRIALS
PH,INDUSTRIALS
PLUG,INDUSTRIALS
PWR,INDUSTRIALS
RTX,INDUSTRIALS
RSG,INDUSTRIALS
RHI,INDUSTRIALS
ROK,INDUSTRIALS
ROL,INDUSTRIALS
ST,INDUSTRIALS
AOS,INDUSTRIALS
SNA,INDUSTRIALS
LUV,INDUSTRIALS
SWK,INDUSTRIALS
TXT,INDUSTRIALS
TDG,INDUSTRIALS
TRU,INDUSTRIALS
UHAL,INDUSTRIALS
UBER,INDUSTRIALS
UNP,INDUSTRIALS
UPS,INDUSTRIALS
URI,INDUSTRIALS
VRSK,INDUSTRIALS
WAB,INDUSTRIALS
WCN,INDUSTRIALS
WM,INDUSTRIALS
GWW,INDUSTRIALS
XYL,INDUSTRIALS
ADBE,IT
AMD,IT
AFRM,IT
AKAM,IT
APH,IT
ADI,IT
ANSS,IT
AAPL,IT
AMAT,IT
ANET,IT
ARW,IT
ADSK,IT
ADP,IT
BSY,IT
BILL,IT
BKI,IT
SQ,IT
AVGO,IT
BR,IT
CDNS,IT
CDW,IT
CDAY,IT
CSCO,IT
NET,IT
CGNX,IT
CTSH,IT
GLW,IT
CRWD,IT
DDOG,IT
DELL,IT
DOCU,IT
DBX,IT
DT,IT
ENPH,IT
ENTG,IT
EPAM,IT
FFIV,IT
FICO,IT
FIS,IT
FSLR,IT
FISV,IT
FLT,IT
FTNT,IT
IT,IT
GEN,IT
GPN,IT
GDDY,IT
HPE,IT
HPQ,IT
HUBS,IT
INTC,IT
IBM,IT
INTU,IT
JKHY,IT
JNPR,IT
KEYS,IT
KLAC,IT
LRCX,IT
MRVL,IT
MA,IT
MCHP,IT
MU,IT
MSFT,IT
MDB,IT
MPWR,IT
MSI,IT
NTAP,IT
NVDA,IT
OKTA,IT
ON,IT
ORCL,IT
PLTR,IT
PANW,IT
PAYX,IT
PAYC,IT
PCTY,IT
PYPL,IT
PTC,IT
QRVO,IT
QCOM,IT
ROP,IT
CRM,IT
STX,IT
NOW,IT
SWKS,IT
SNOW,IT
SPLK,IT
SSNC,IT
SNPS,IT
TEL,IT
TDY,IT
TER,IT
TXN,IT
TRMB,IT
TWLO,IT
TYL,IT
U,IT
VRSN,IT
V,IT
VMW,IT
WDC,IT
WU,IT
WOLF,IT
WDAY,IT
ZBRA,IT
ZM,IT
ZS,IT
APD,MATERIALS
ALB,MATERIALS
AA,MATERIALS
AVY,MATERIALS
BALL,MATERIALS
CE,MATERIALS
CF,MATERIALS
CLF,MATERIALS
CTVA,MATERIALS
CCK,MATERIALS
DOW,MATERIALS
DD,MATERIALS
EMN,MATERIALS
ECL,MATERIALS
FMC,MATERIALS
FCX,MATERIALS
IP,MATERIALS
IFF,MATERIALS
LYB,MATERIALS
MLM,MATERIALS
MOS,MATERIALS
NEM,MATERIALS
NUE,MATERIALS
PKG,MATERIALS
PPG,MATERIALS
RPM,MATERIALS
SEE,MATERIALS
SHW,MATERIALS
STLD,MATERIALS
VMC,MATERIALS
WLK,MATERIALS
WRK,MATERIALS
ARE,REAL_ESTATE
AMH,REAL_ESTATE
AMT,REAL_ESTATE
AVB,REAL_ESTATE
BXP,REAL_ESTATE
CPT,REAL_ESTATE
CBRE,REAL_ESTATE
CCI,REAL_ESTATE
DLR,REAL_ESTATE
EQIX,REAL_ESTATE
ELS,REAL_ESTATE
EQR,REAL_ESTATE
ESS,REAL_ESTATE
EXR,REAL_ESTATE
GLPI,REAL_ESTATE
HR,REAL_ESTATE
PEAK,REAL_ESTATE
HST,REAL_ESTATE
INVH,REAL_ESTATE
IRM,REAL_ESTATE
KIM,REAL_ESTATE
MPW,REAL_ESTATE
MAA,REAL_ESTATE
PLD,REAL_ESTATE
PSA,REAL_ESTATE
O,REAL_ESTATE
REG,REAL_ESTATE
SBAC,REAL_ESTATE
SPG,REAL_ESTATE
SUI,REAL_ESTATE
UDR,REAL_ESTATE
VTR,REAL_ESTATE
VICI,REAL_ESTATE
WELL,REAL_ESTATE
WY,REAL_ESTATE
WPC,REAL_ESTATE
Z,REAL_ESTATE
AES,UTILITIES
LNT,UTILITIES
AEE,UTILITIES
AEP,UTILITIES
AWK,UTILITIES
ATO,UTILITIES
BEPC,UTILITIES
CNP,UTILITIES
CMS,UTILITIES
ED,UTILITIES
CEG,UTILITIES
D,UTILITIES
DTE,UTILITIES
DUK,UTILITIES
EIX,UTILITIES
ETR,UTILITIES
WTRG,UTILITIES
EVRG,UTILITIES
ES,UTILITIES
EXC,UTILITIES
FE,UTILITIES
NEE,UTILITIES
NI,UTILITIES
NRG,UTILITIES
PCG,UTILITIES
PPL,UTILITIES
PEG,UTILITIES
SRE,UTILITIES
SO,UTILITIES
UGI,UTILITIES
VST,UTILITIES
WEC,UTILITIES
XEL,UTILITIES
